player_name,realm_slug,region,profile_url,season,snapshot_at,score_all,score_dps,score_healer,score_tank,world_rank,region_rank,realm_rank,total_runs,timed_runs,untimed_runs,highest_timed_level,highest_untimed_level,most_common_key_level,most_common_key_count,best_run_dungeon,best_run_short_name,best_run_level,best_run_score,best_run_timed,best_run_completed_at,best_run_url
Whacky,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Whacky,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Whirlyboi,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Whirlyboi,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Willowwisp,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Willowwisp,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Wingseb,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Wingseb,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Wiskers,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Wiskers,current,2026-04-24T12:03:22.616Z,1082.7,1082.7,0.0,0.0,2102789,758323,32959,8,8,0,5,null,5,5,Maisara Caverns,MC,5,230.0,true,2026-03-29T22:00:03.000Z,https://raider.io/mythic-plus-runs/season-mn-1/3900658-5-maisara-caverns
Wraqoon,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Wraqoon,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Wrathfel,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Wrathfel,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Wrathfxl,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Wrathfxl,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Xifeng,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Xifeng,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Xinxao,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Xinxao,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yeababy,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yeababy,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearning,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearning,current,2026-04-24T12:03:22.616Z,3025.6,3025.6,0.0,0.0,423561,151064,8551,22,22,0,14,null,10,12,Nexus-Point Xenas,NPX,14,396.3,true,2026-04-22T12:42:37.000Z,https://raider.io/mythic-plus-runs/season-mn-1/16422571-14-nexuspoint-xenas
Yearningdh,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningdh,current,2026-04-24T12:03:22.616Z,333.2,333.2,0.0,0.0,2531023,913846,38068,1,1,0,10,null,10,1,Pit of Saron,POS,10,333.2,true,2026-03-31T19:22:15.000Z,https://raider.io/mythic-plus-runs/season-mn-1/5167851-10-pit-of-saron
Yearningdru,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningdru,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearninghunt,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearninghunt,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearninglock,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearninglock,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningmage,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningmage,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningprie,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningprie,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningsha,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningsha,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningsham,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningsham,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningsson,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningsson,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearningwar,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearningwar,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearnknight,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearnknight,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearnlock,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearnlock,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearns,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearns,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearnt,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearnt,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearnvoker,silvermoon,eu,https://raider.io/characters/eu/silvermoon/Yearnvoker,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yearnwalker,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yearnwalker,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yellowbb,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yellowbb,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yeroshj,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yeroshj,current,2026-04-24T12:03:22.616Z,3302.2,0.0,0.0,3302.2,123796,46250,3055,11,11,0,15,null,15,8,Pit of Saron,POS,15,415.5,true,2026-04-06T11:40:32.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8053960-15-pit-of-saron
Yevi,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yevi,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yevie,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yevie,current,2026-04-24T12:03:22.616Z,2740.4,2708.2,2008.2,0.0,870483,301818,15731,17,17,0,12,null,10,10,Magisters' Terrace,MT,12,373.3,true,2026-04-07T20:19:29.000Z,https://raider.io/mythic-plus-runs/season-mn-1/8706299-12-magisters-terrace
Yeviel,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yeviel,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yevies,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yevies,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yevios,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yevios,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yevoo,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yevoo,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Yumstain,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Yumstain,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zalris,ravencrest,eu,https://raider.io/characters/eu/ravencrest/Zalris,current,2026-04-24T12:03:22.616Z,928.6,928.6,0.0,0.0,2190076,787667,21130,4,4,0,9,null,5,2,Magisters' Terrace,MT,9,298.8,true,2026-04-04T21:59:56.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7199132-9-magisters-terrace
Zanegoroth,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zanegoroth,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zanelor,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zanelor,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zapados,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zapados,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zeblgar,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zeblgar,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zephers,wildhammer,eu,https://raider.io/characters/eu/wildhammer/Zephers,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zerodrama,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zerodrama,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zipzeep,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zipzeep,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zixh,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zixh,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zmiyata,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zmiyata,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zogy,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zogy,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zox,kazzak,eu,https://raider.io/characters/eu/kazzak/Zox,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zredots,draenor,eu,https://raider.io/characters/eu/draenor/Zredots,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zren,ravencrest,eu,https://raider.io/characters/eu/ravencrest/Zren,current,2026-04-24T12:03:22.616Z,3056.4,3056.4,0.0,0.0,363973,130509,4010,16,16,0,13,null,13,7,Skyreach,SR,13,389.3,true,2026-04-20T18:22:13.000Z,https://raider.io/mythic-plus-runs/season-mn-1/15435839-13-skyreach
Zrenak,ravencrest,eu,https://raider.io/characters/eu/ravencrest/Zrenak,current,2026-04-24T12:03:22.616Z,1699.2,1699.2,0.0,0.0,1824706,656642,17930,10,10,0,10,null,2,4,Skyreach,SR,10,332.5,true,2026-04-04T21:01:53.000Z,https://raider.io/mythic-plus-runs/season-mn-1/7199118-10-skyreach
Zurco,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zurco,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zyozyo,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zyozyo,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Zób,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Zób,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Áphelios,anachronos,eu,https://raider.io/characters/eu/anachronos/Áphelios,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
Öltotem,twisting-nether,eu,https://raider.io/characters/eu/twisting-nether/Öltotem,current,2026-04-24T12:03:22.616Z,0.0,0.0,0.0,0.0,0,0,0,0,0,0,null,null,null,0,null,null,null,null,null,null,null
